Date,diesel_momentum_factor_10d
1997-02-03,0.15436241610738255
1997-02-04,0.16216216216216217
1997-02-05,0.16216216216216217
1997-02-06,0.09480519480519474
1997-02-07,0.0774193548387096
1997-02-10,0.0338345864661653
1997-02-11,-0.03361344537815116
1997-02-12,-0.047337278106508784
1997-02-13,-0.10169491525423725
1997-02-14,-0.08934707903780063
1997-02-18,-0.08139534883720925
1997-02-19,-0.09883720930232553
1997-02-20,-0.09883720930232553
1997-02-21,-0.11862396204033213
1997-02-24,-0.12215568862275447
1997-02-25,-0.13333333333333333
1997-02-26,-0.11180124223602493
1997-02-27,-0.09316770186335412
1997-02-28,-0.08176100628930824
1997-03-03,-0.10691823899371078
1997-03-04,-0.07594936708860765
1997-03-05,-0.06451612903225812
1997-03-06,-0.05161290322580649
1997-03-07,-0.013458950201884265
1997-03-10,-0.004092769440654847
1997-03-11,0.020979020979020997
1997-03-12,0.0321678321678322
1997-03-13,0.034246575342465786
1997-03-14,0.034246575342465786
1997-03-17,0.0633802816901409
1997-03-18,0.034246575342465786
1997-03-19,0.055172413793103496
1997-03-20,0.0340136054421769
1997-03-21,0.043656207366985035
1997-03-24,0.05479452054794526
1997-03-25,0.05479452054794526
1997-03-26,0.043360433604336085
1997-03-27,0.03973509933774838
1997-03-31,0.04635761589403978
1997-04-01,0.033112582781456984
1997-04-02,0.026490066225165587
1997-04-03,0.013071895424836612
1997-04-04,0.006578947368421058
1997-04-07,-0.013071895424836612
1997-04-08,-0.019480519480519497
1997-04-09,-0.006493506493506499
1997-04-10,-0.006493506493506499
1997-04-11,-0.0509554140127389
1997-04-14,-0.050632911392405104
1997-04-15,-0.03846153846153849
1997-04-16,-0.06451612903225812
1997-04-17,-0.07096774193548393
1997-04-18,-0.04183006535947716
1997-04-21,-0.04900662251655633
1997-04-22,-0.052980132450331174
1997-04-23,-0.07189542483660137
1997-04-24,-0.07843137254901968
1997-04-25,-0.05369127516778528
1997-04-28,-0.09333333333333327
1997-04-29,-0.12666666666666662
1997-04-30,-0.12413793103448272
1997-05-01,-0.11805555555555551
1997-05-02,-0.1814461118690314
1997-05-05,-0.16434540389972144
1997-05-06,-0.16783216783216784
1997-05-07,-0.1619718309859155
1997-05-08,-0.14184397163120566
1997-05-09,-0.13475177304964536
1997-05-12,-0.08088235294117653
1997-05-13,-0.06106870229007639
1997-05-14,-0.04724409448818902
1997-05-15,-0.039370078740157514
1997-05-16,0.050000000000000044
1997-05-19,0.021666666666666688
1997-05-20,0.05882352941176476
1997-05-21,0.05882352941176476
1997-05-22,0.07438016528925627
1997-05-23,0.07377049180327876
1997-05-27,0.036800000000000034
1997-05-28,0.04878048780487809
1997-05-29,0.07438016528925627
1997-05-30,0.05737704918032792
1997-06-02,0.02380952380952383
1997-06-03,0.035889070146818955
1997-06-04,0.007936507936507943
1997-06-05,-0.039682539682539715
1997-06-06,-0.06923076923076929
1997-06-09,-0.11450381679389322
1997-06-10,-0.10493827160493836
1997-06-11,-0.11627906976744196
1997-06-12,-0.12307692307692318
1997-06-13,-0.1007751937984497
1997-06-16,-0.1007751937984497
1997-06-17,-0.07874015748031503
1997-06-18,-0.09448818897637803
1997-06-19,-0.049586776859504175
1997-06-20,-0.049586776859504175
1997-06-23,0.0
1997-06-24,-0.003448275862068969
1997-06-25,0.026315789473684237
1997-06-26,0.008771929824561412
1997-06-27,-0.008620689655172422
1997-06-30,-0.008620689655172422
1997-07-01,-0.010256410256410267
1997-07-02,-0.008695652173913052
1997-07-03,-0.008695652173913052
1997-07-07,-0.029565217391304185
1997-07-08,-0.03793103448275847
1997-07-09,-0.057093425605536194
1997-07-10,-0.06837606837606826
1997-07-11,-0.034782608695652015
1997-07-14,-0.034782608695652015
1997-07-15,-0.017391304347826105
1997-07-16,-0.024179620034542337
1997-07-17,-0.008771929824561412
1997-07-18,-0.01754385964912263
1997-07-21,0.012544802867383324
1997-07-22,0.0035842293906810066
1997-07-23,0.02385321100917433
1997-07-24,0.03302752293577964
1997-07-25,0.023423423423423243
1997-07-28,0.0540540540540539
1997-07-29,0.05309734513274342
1997-07-30,0.12389380530973464
1997-07-31,0.12389380530973464
1997-08-01,0.16071428571428564
1997-08-04,0.15929203539823025
1997-08-05,0.20535714285714282
1997-08-06,0.2186379928315412
1997-08-07,0.20781527531083502
1997-08-08,0.1707746478873241
1997-08-11,0.14529914529914545
1997-08-12,0.12605042016806733
1997-08-13,0.07086614173228353
1997-08-14,0.07874015748031503
1997-08-15,0.06153846153846142
1997-08-18,0.07633587786259531
1997-08-19,0.05185185185185173
1997-08-20,0.051470588235294
1997-08-21,0.007352941176470594
1997-08-22,0.030075187969924838
1997-08-25,0.007462686567164185
1997-08-26,-0.007462686567164185
1997-08-27,-0.02500000000000002
1997-08-28,0.0
1997-08-29,-0.014492753623188259
1997-09-02,-0.028368794326241006
1997-09-03,-0.07042253521126751
1997-09-04,-0.07692307692307684
1997-09-05,-0.036496350364963535
1997-09-08,-0.061313868613138735
1997-09-09,-0.04740740740740745
1997-09-10,-0.04511278195488726
1997-09-11,-0.05731523378582207
1997-09-12,-0.06861313868613145
1997-09-15,-0.06617647058823535
1997-09-16,-0.06569343065693437
1997-09-17,-0.03787878787878791
1997-09-18,-0.04545454545454549
1997-09-19,-0.05303030303030307
1997-09-22,0.0031104199066874054
1997-09-23,0.0031104199066874054
1997-09-24,0.012598425196850404
1997-09-25,0.040000000000000036
1997-09-26,0.0188087774294671
1997-09-29,0.02834645669291341
1997-09-30,0.020312500000000018
1997-10-01,0.015748031496063006
1997-10-02,0.03174603174603177
1997-10-03,0.04800000000000004
1997-10-06,0.0
1997-10-07,0.015503875968992262
1997-10-08,0.018662519440124432
1997-10-09,0.007692307692307699
1997-10-10,0.007692307692307699
1997-10-13,0.007656967840735075
1997-10-14,-0.004594180704441045
1997-10-15,0.031007751937984523
1997-10-16,0.03846153846153849
1997-10-17,0.05038167938931285
1997-10-20,0.069767441860465
1997-10-21,0.05343511450381667
1997-10-22,0.06870229007633577
1997-10-23,0.06870229007633577
1997-10-24,0.08091603053435105
1997-10-27,0.08662613981762908
1997-10-28,0.13538461538461533
1997-10-29,0.1278195488721804
1997-10-30,0.09629629629629621
1997-10-31,0.11191860465116289
1997-11-03,0.11594202898550736
1997-11-04,0.10869565217391315
1997-11-05,0.0857142857142858
1997-11-06,0.07857142857142865
1997-11-07,0.06638418079096052
1997-11-10,0.034965034965034995
1997-11-11,-0.004065040650406508
1997-11-12,-0.040000000000000036
1997-11-13,-0.03378378378378381
1997-11-14,-0.08496732026143798
1997-11-17,-0.09740259740259749
1997-11-18,-0.09150326797385629
1997-11-19,-0.09868421052631574
1997-11-20,-0.11258278145695359
1997-11-21,-0.16556291390728478
1997-11-24,-0.1554054054054054
1997-11-25,-0.15646258503401358
1997-11-26,-0.14583333333333331
1997-12-01,-0.16783216783216784
1997-12-02,-0.15
1997-12-03,-0.1294964028776978
1997-12-04,-0.1294964028776978
1997-12-05,-0.12408759124087601
1997-12-08,-0.08208955223880604
1997-12-09,-0.007936507936507943
1997-12-10,-0.03200000000000003
1997-12-11,-0.06451612903225812
1997-12-12,-0.04878048780487809
1997-12-15,-0.011764705882352951
1997-12-16,-0.008403361344537823
1997-12-17,-0.03305785123966945
1997-12-18,-0.008264462809917363
1997-12-19,0.008333333333333342
1997-12-22,-0.024390243902439046
1997-12-23,-0.040000000000000036
1997-12-24,0.0
1997-12-26,0.043103448275862113
1997-12-29,0.01709401709401711
1997-12-30,0.04251700680272113
1997-12-31,0.05084745762711869
1998-01-02,0.05982905982905989
1998-01-05,-0.008333333333333342
1998-01-06,-0.008264462809917363
1998-01-07,-0.025000000000000022
1998-01-08,-0.025000000000000022
1998-01-09,-0.04132231404958681
1998-01-12,-0.04132231404958681
1998-01-13,-0.033613445378151294
1998-01-14,-0.07830342577487773
1998-01-15,-0.08064516129032265
1998-01-16,-0.09193548387096782
1998-01-20,-0.0672268907563024
1998-01-21,-0.07499999999999989
1998-01-22,-0.08547008547008536
1998-01-23,-0.0769230769230768
1998-01-26,-0.09482758620689645
1998-01-27,-0.08620689655172403
1998-01-28,-0.06956521739130422
1998-01-29,0.0
1998-01-30,-0.026315789473684043
1998-02-02,-0.04085257548845455
1998-02-03,-0.045045045045045085
1998-02-04,-0.0540540540540541
1998-02-05,-0.03738317757009349
1998-02-06,-0.046296296296296335
1998-02-09,-0.019047619047619063
1998-02-10,-0.05094339622641514
1998-02-11,-0.0654205607476636
1998-02-12,-0.12389380530973444
1998-02-13,-0.1081081081081082
1998-02-17,-0.0833333333333334
1998-02-18,-0.07547169811320761
1998-02-19,-0.07619047619047625
1998-02-20,-0.05825242718446607
1998-02-23,-0.05825242718446607
1998-02-24,-0.07766990291262142
1998-02-25,-0.05566600397614319
1998-02-26,-0.06000000000000005
1998-02-27,-0.08080808080808077
1998-03-02,-0.08080808080808077
1998-03-03,-0.09494949494949492
1998-03-04,-0.13673469387755102
1998-03-05,-0.08659793814432987
1998-03-06,-0.10309278350515462
1998-03-09,-0.12371134020618557
1998-03-10,-0.06315789473684205
1998-03-11,-0.09473684210526313
1998-03-12,-0.07446808510638293
1998-03-13,-0.021978021978021997
1998-03-16,-0.10329670329670339
1998-03-17,-0.08928571428571436
1998-03-18,-0.03546099290780145
1998-03-19,0.07223476297968391
1998-03-20,0.06896551724137938
1998-03-23,0.2588235294117648
1998-03-24,0.25393258426966303
1998-03-25,0.3255813953488371
1998-03-26,0.3563218390804597
1998-03-27,0.3146067415730336
1998-03-30,0.41666666666666663
1998-03-31,0.39705882352941174
1998-04-01,0.392156862745098
1998-04-02,0.1789473684210528
1998-04-03,0.17204301075268819
1998-04-06,0.0
1998-04-07,-0.041218637992831576
1998-04-08,-0.06140350877192969
1998-04-09,-0.11355932203389822
1998-04-13,-0.11111111111111102
1998-04-14,-0.09515570934256046
1998-04-15,-0.07894736842105252
1998-04-16,-0.05281690140845056
1998-04-17,-0.02678571428571431
1998-04-20,0.0
1998-04-21,0.028037383177570117
1998-04-22,0.04672897196261686
1998-04-23,0.018691588785046745
1998-04-24,0.06118546845124288
1998-04-27,0.09615384615384602
1998-04-28,0.15678776290630966
1998-04-29,0.16190476190476183
1998-04-30,0.12453531598513001
1998-05-01,0.10091743119266043
1998-05-04,0.10091743119266043
1998-05-05,0.04545454545454529
1998-05-06,0.008928571428571237
1998-05-07,0.0
1998-05-08,-0.018018018018018032
1998-05-11,-0.06140350877192969
1998-05-12,-0.13223140495867763
1998-05-13,-0.14754098360655732
1998-05-14,-0.140495867768595
1998-05-15,-0.13333333333333328
1998-05-18,-0.175
1998-05-19,-0.15652173913043474
1998-05-20,-0.14159292035398224
1998-05-21,-0.11009174311926614
1998-05-22,-0.11009174311926614
1998-05-26,-0.11214953271028047
1998-05-27,-0.10476190476190485
1998-05-28,-0.10576923076923075
1998-05-29,-0.10576923076923075
1998-06-01,-0.11923076923076922
1998-06-02,-0.09090909090909088
1998-06-03,-0.06185567010309272
1998-06-04,-0.04123711340206178
1998-06-05,-0.020618556701030948
1998-06-08,-0.03092783505154642
1998-06-09,0.0
1998-06-10,0.0
1998-06-11,0.0107526881720429
1998-06-12,0.0107526881720429
1998-06-15,0.03711790393013092
1998-06-16,0.0666666666666666
1998-06-17,0.04395604395604387
1998-06-18,0.0107526881720429
1998-06-19,-0.010526315789473694
1998-06-22,0.006382978723404261
1998-06-23,-0.002105263157894739
1998-06-24,0.010638297872340436
1998-06-25,0.0
1998-06-26,0.0
1998-06-29,-0.010526315789473694
1998-06-30,-0.020833333333333353
1998-07-01,-0.010526315789473694
1998-07-02,0.0
1998-07-06,0.0
1998-07-07,0.004228329809725162
1998-07-08,0.002109704641350213
1998-07-09,-0.02105263157894727
1998-07-10,0.0
1998-07-13,-0.010638297872340318
1998-07-14,-0.010638297872340318
1998-07-15,-0.010638297872340318
1998-07-16,-0.010638297872340318
1998-07-17,-0.010638297872340318
1998-07-20,-0.010638297872340318
1998-07-21,-0.010526315789473694
1998-07-22,-0.010526315789473694
1998-07-23,0.0107526881720429
1998-07-24,0.010638297872340436
1998-07-27,0.02150537634408592
1998-07-28,0.017204301075268713
1998-07-29,0.017204301075268713
1998-07-30,0.03225806451612894
1998-07-31,0.02795698924731173
1998-08-03,0.03225806451612894
1998-08-04,0.0170212765957447
1998-08-05,0.02127659574468087
1998-08-06,0.02127659574468087
1998-08-07,0.010526315789473694
1998-08-10,0.0
1998-08-11,-0.016913319238900534
1998-08-12,-0.016913319238900534
1998-08-13,-0.031249999999999913
1998-08-14,-0.04811715481171541
1998-08-17,-0.052083333333333266
1998-08-18,-0.058577405857740523
1998-08-19,-0.062499999999999944
1998-08-20,-0.062499999999999944
1998-08-21,-0.05624999999999994
1998-08-24,-0.052631578947368356
1998-08-25,-0.01075268817204302
1998-08-26,0.0
1998-08-27,-0.02150537634408604
1998-08-28,0.0
1998-08-31,-0.015384615384615398
1998-09-01,0.01111111111111112
1998-09-02,0.01111111111111112
1998-09-03,0.02222222222222224
1998-09-04,0.037527593818984455
1998-09-08,0.04444444444444436
1998-09-09,0.03260869565217382
1998-09-10,0.064516129032258
1998-09-11,0.10989010989010986
1998-09-14,0.10989010989010986
1998-09-15,0.10491071428571425
1998-09-16,0.06593406593406587
1998-09-17,0.06593406593406587
1998-09-18,0.06521739130434775
1998-09-21,0.03191489361702131
1998-09-22,0.04255319148936174
1998-09-23,0.02105263157894739
1998-09-24,-0.02020202020202022
1998-09-25,-0.03960396039603964
1998-09-28,-0.03960396039603964
1998-09-29,-0.02020202020202022
1998-09-30,0.0
1998-10-01,-0.020618556701030948
1998-10-02,-0.05102040816326524
1998-10-05,-0.04123711340206178
1998-10-06,-0.05102040816326524
1998-10-07,-0.04536082474226797
1998-10-08,-0.04123711340206178
1998-10-09,-0.04123711340206178
1998-10-12,-0.04123711340206178
1998-10-13,-0.04123711340206178
1998-10-14,-0.04123711340206178
1998-10-15,-0.02105263157894727
1998-10-16,0.02150537634408592
1998-10-19,0.02150537634408592
1998-10-20,0.017204301075268713
1998-10-21,0.03671706263498911
1998-10-22,0.02150537634408592
1998-10-23,0.02150537634408592
1998-10-26,0.060215053763440794
1998-10-27,0.064516129032258
1998-10-28,0.064516129032258
1998-10-29,0.12903225806451613
1998-10-30,0.11578947368421064
1998-11-02,0.12631578947368433
1998-11-03,0.08879492600422842
1998-11-04,0.07291666666666674
1998-11-05,0.02105263157894739
1998-11-06,0.02105263157894739
1998-11-09,-0.03651115618661261
1998-11-10,-0.04040404040404044
1998-11-11,-0.05050505050505055
1998-11-12,-0.09523809523809532
1998-11-13,-0.1320754716981132
1998-11-16,-0.14953271028037385
1998-11-17,-0.1203883495145631
1998-11-18,-0.14563106796116507
1998-11-19,-0.0721649484536082
1998-11-20,-0.0721649484536082
1998-11-23,-0.07368421052631574
1998-11-24,-0.07368421052631574
1998-11-25,-0.07446808510638293
1998-11-30,-0.14736842105263148
1998-12-01,-0.11956521739130432
1998-12-02,-0.14285714285714285
1998-12-03,-0.1280353200883002
1998-12-04,-0.14772727272727273
1998-12-07,-0.16666666666666669
1998-12-08,-0.14444444444444446
1998-12-09,-0.12499999999999999
1998-12-10,-0.12499999999999999
1998-12-11,-0.0919540229885057
1998-12-14,-0.024691358024691377
1998-12-15,-0.024691358024691377
1998-12-16,0.012820512820512832
1998-12-17,-0.025316455696202552
1998-12-18,0.02666666666666669
1998-12-21,0.02666666666666669
1998-12-22,0.0
1998-12-23,0.025974025974025997
1998-12-24,0.025974025974025997
1998-12-28,0.0
1998-12-29,0.025316455696202552
1998-12-30,0.0
1998-12-31,0.0
1999-01-04,0.038961038961038995
1999-01-05,0.025974025974025997
1999-01-06,0.05194805194805199
1999-01-07,0.09090909090909084
1999-01-08,0.08354430379746829
1999-01-11,0.10126582278481007
1999-01-12,0.11392405063291135
1999-01-13,0.0814814814814814
1999-01-14,0.11392405063291135
1999-01-15,0.11392405063291135
1999-01-19,0.06249999999999992
1999-01-20,0.050632911392404965
1999-01-21,0.024691358024691242
1999-01-22,-0.023809523809523832
1999-01-25,-0.05373831775700926
1999-01-26,-0.08045977011494247
1999-01-27,-0.08409090909090904
1999-01-28,-0.0799086757990867
1999-01-29,-0.08409090909090904
1999-02-01,-0.10227272727272724
1999-02-02,-0.05882352941176463
1999-02-03,-0.03614457831325291
1999-02-04,-0.03614457831325291
1999-02-05,-0.03658536585365844
1999-02-08,-0.024691358024691377
1999-02-09,-0.03750000000000003
1999-02-10,-0.06947890818858567
1999-02-11,-0.06947890818858567
1999-02-12,-0.057071960297766795
1999-02-16,-0.050632911392405104
1999-02-17,-0.06250000000000006
1999-02-18,-0.050000000000000044
1999-02-19,-0.03750000000000003
1999-02-22,0.0
1999-02-23,0.012658227848101276
1999-02-24,0.05194805194805199
1999-02-25,0.08000000000000007
1999-02-26,0.06666666666666672
1999-03-01,0.12105263157894733
1999-03-02,0.27999999999999997
1999-03-03,0.2933333333333333
1999-03-04,0.3236842105263158
1999-03-05,0.35064935064935066
1999-03-08,0.531645569620253
1999-03-09,0.5499999999999999
1999-03-10,0.5308641975308641
1999-03-11,0.48148148148148134
1999-03-12,0.4874999999999999
1999-03-15,0.37323943661971826
1999-03-16,0.18749999999999994
1999-03-17,0.16494845360824734
1999-03-18,0.16302186878727626
1999-03-19,0.23076923076923075
1999-03-22,0.0661157024793389
1999-03-23,0.04838709677419359
1999-03-24,0.040322580645161324
1999-03-25,0.10833333333333343
1999-03-26,0.19327731092436976
1999-03-29,0.19658119658119658
1999-03-30,0.23684210526315794
1999-03-31,0.24778761061946908
1999-04-01,0.2136752136752137
1999-04-05,0.0859374999999999
1999-04-06,0.054263565891472916
1999-04-07,0.05384615384615389
1999-04-08,-0.023255813953488393
1999-04-09,-0.03759398496240605
1999-04-12,-0.11267605633802812
1999-04-13,-0.17142857142857143
1999-04-14,-0.24113475177304955
1999-04-15,-0.226950354609929
1999-04-16,-0.24647887323943654
1999-04-19,-0.2302158273381294
1999-04-20,-0.22058823529411767
1999-04-21,-0.22189781021897811
1999-04-22,-0.0984126984126985
1999-04-23,-0.1125000000000001
1999-04-26,-0.11111111111111104
1999-04-27,-0.06896551724137918
1999-04-28,0.018691588785046745
1999-04-29,0.018348623853211024
1999-04-30,0.03738317757009349
1999-05-03,0.04299065420560751
1999-05-04,0.05283018867924533
1999-05-05,0.04127579737335838
1999-05-06,-0.0440140845070421
1999-05-07,-0.07570422535211256
1999-05-10,-0.04821428571428575
1999-05-11,-0.012962962962962973
1999-05-12,-0.03669724770642205
1999-05-13,-0.03963963963963967
1999-05-14,-0.0540540540540541
1999-05-17,-0.059139784946236604
1999-05-18,-0.059139784946236604
1999-05-19,-0.0540540540540541
1999-05-20,-0.06077348066298348
1999-05-21,0.009523809523809532
1999-05-24,0.0
1999-05-25,-0.005628517823639779
1999-05-26,0.09523809523809511
1999-05-27,0.09756097560975598
1999-05-28,0.1238095238095237
1999-06-01,0.1485714285714285
1999-06-02,0.22857142857142856
1999-06-03,0.22857142857142856
1999-06-04,0.2941176470588236
1999-06-07,0.31132075471698095
1999-06-08,0.3227016885553469
1999-06-09,0.3584905660377357
1999-06-10,0.2521739130434783
1999-06-11,0.2478632478632479
1999-06-14,0.25423728813559326
1999-06-15,0.1857379767827529
1999-06-16,0.10077519379844953
1999-06-17,0.09302325581395339
1999-06-18,0.045454545454545324
1999-06-21,-0.12230215827338126
1999-06-22,-0.0992907801418439
1999-06-23,-0.13194444444444442
1999-06-24,-0.1041666666666666
1999-06-25,-0.10958904109589036
1999-06-28,-0.11081081081081076
1999-06-29,-0.06293706293706285
1999-06-30,-0.05633802816901398
1999-07-01,-0.038297872340425414
1999-07-02,-0.01739130434782594
1999-07-06,0.10655737704918042
1999-07-07,0.08661417322834636
1999-07-08,0.06880000000000006
1999-07-09,0.038759689922480654
1999-07-12,0.030769230769230795
1999-07-13,0.018237082066869317
1999-07-14,0.029850746268656577
1999-07-15,0.03731343283582076
1999-07-16,0.061946902654867145
1999-07-19,0.0840707964601769
1999-07-20,0.06666666666666655
1999-07-21,-0.02898550724637668
1999-07-22,0.01796407185628744
1999-07-23,0.007462686567164185
1999-07-26,0.0
1999-07-27,-0.007462686567164185
1999-07-28,0.0
1999-07-29,0.07913669064748209
1999-07-30,0.09027777777777786
1999-08-02,0.07482993197278918
1999-08-03,0.07638888888888896
1999-08-04,0.14626865671641787
1999-08-05,0.11764705882352934
1999-08-06,0.11851851851851845
1999-08-09,0.126865671641791
1999-08-10,0.12030075187969919
1999-08-11,0.02898550724637684
1999-08-12,-0.08000000000000007
1999-08-13,-0.12101910828025488
1999-08-16,-0.14556962025316453
1999-08-17,-0.07096774193548393
1999-08-18,-0.0755208333333334
1999-08-19,-0.09210526315789481
1999-08-20,-0.07284768211920536
1999-08-23,-0.08874172185430472
1999-08-24,-0.08053691275167778
1999-08-25,-0.04929577464788722
1999-08-26,-0.02173913043478247
1999-08-27,-0.02173913043478247
1999-08-30,0.007407407407407414
1999-08-31,-0.055555555555555455
1999-09-01,-0.03521126760563368
1999-09-02,-0.02898550724637668
1999-09-03,-0.05714285714285704
1999-09-07,-0.03343023255813941
1999-09-08,-0.014598540145985413
1999-09-09,0.007407407407407414
1999-09-10,0.014814814814814828
1999-09-13,0.014814814814814828
1999-09-14,0.0
1999-09-15,0.0
1999-09-16,-0.014598540145985413
1999-09-17,0.0
1999-09-20,0.007575757575757582
